,Year,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,MCPP,100 Block Address,Longitude,Latitude
936334,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,19XX BLOCK OF 4TH AVE,-122.339382653,47.61267823
936337,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,6XX BLOCK OF STEWART ST,-122.336584689,47.61395514
936408,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,21XX BLOCK OF 4TH AVE,-122.341983607,47.61421579
936413,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,THOMAS ST / 9TH AVE N,-122.339768871,47.62087893
936425,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,2XX BLOCK OF MINOR AVE N,-122.332983074,47.62023779
936454,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.3350548,47.62319598
936460,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
936511,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF WESTLAKE AVE N,-122.33844084,47.62388075
936512,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,5XX BLOCK OF WESTLAKE AVE N,-122.33844084,47.62388075
936539,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.3361655,47.61605329
936544,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,1XX BLOCK OF TERRY AVE N,-122.337160587,47.61911361
936565,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,MERCER ST / FAIRVIEW AVE N,-122.334285132,47.62426535
936568,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
936572,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
936578,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,2XX BLOCK OF TERRY AVE N,-122.337165771,47.62028465
936594,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,11XX BLOCK OF STEWART ST,-122.332288364,47.61727724
936595,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,3XX BLOCK OF BLANCHARD ST,-122.343064,47.614268
936597,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
936622,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,8XX BLOCK OF LENORA ST,-122.337464788,47.61682219
936652,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF TERRY AVE N,-122.337160587,47.61911361
936715,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,4XX BLOCK OF MINOR AVE N,-122.332996526,47.62254475
936716,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,4XX BLOCK OF MINOR AVE N,-122.332996526,47.62254475
936744,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,25XX BLOCK OF 3RD AVE,-122.347496,47.616302
936807,2022,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,SLU/CASCADE,5XX BLOCK OF DEXTER AVE N,-122.342355426,47.62388673
936810,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
936833,2022,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,3XX BLOCK OF DENNY WAY,-122.349640254,47.61857911
936841,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,2XX BLOCK OF 8TH AVE N,-122.341081499,47.62029929
936845,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,25XX BLOCK OF 4TH AVE,-122.3466378,47.61696696
936902,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
936980,2022,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SLU/CASCADE,4XX BLOCK OF PONTIUS AVE N,-122.331715,47.622544
936999,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,THOMAS ST / WESTLAKE AVE N,-122.338465371,47.62087408
937035,2022,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,SLU/CASCADE,REPUBLICAN ST / MINOR AVE N,-122.332999873,47.623116
937036,2022,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SLU/CASCADE,REPUBLICAN ST / MINOR AVE N,-122.332999873,47.623116
937054,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,1XX BLOCK OF 4TH AVE N,-122.348892068,47.61916008
937081,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF TERRY AVE N,-122.337160587,47.61911361
937105,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,2XX BLOCK OF WESTLAKE AVE N,-122.3384704,47.62028978
937134,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.3463112,47.61915025
937136,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,1XX BLOCK OF TERRY AVE N,-122.337160587,47.61911361
937166,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,19XX BLOCK OF 3RD AVE,-122.340242172,47.61201358
937240,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,3XX BLOCK OF BLANCHARD ST,-122.3430639,47.61426825
937291,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,12XX BLOCK OF HARRISON ST,-122.3310702,47.62196996
937298,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,1XX BLOCK OF TERRY AVE N,-122.337160587,47.61911361
937318,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683013,47.61344689
937335,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5XX BLOCK OF ROY ST,-122.345606452,47.62541564
937337,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,12XX BLOCK OF REPUBLICAN ST,-122.331076569,47.62312138
937433,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,22XX BLOCK OF WESTLAKE AVE,-122.338451686,47.61833048
937452,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,3RD AVE / LENORA ST,-122.342192704,47.61316683
937454,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,9TH AVE N / JOHN ST,-122.339778424,47.61971048
937477,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF YALE AVE N,-122.330415,47.61919797
937507,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,LENORA ST / 8TH AVE,-122.337893627,47.61649021
937602,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,1XX BLOCK OF WESTLAKE AVE N,-122.33847998,47.61911987
937618,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,9TH AVE / HOWELL ST,-122.33316674,47.61482124
937695,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,3RD AVE / BELL ST,-122.344793514,47.61470458
937771,2022,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,1XX BLOCK OF 4TH AVE N,-122.348892068,47.61916008
937780,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,STEWART ST / 9TH AVE,-122.334436316,47.61561648
937786,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,BOREN AVE / HOWELL ST,-122.331416598,47.61617112
937796,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,22XX BLOCK OF 8TH AVE,-122.339844859,47.61764314
937818,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,19XX BLOCK OF 5TH AVE,-122.338523508,47.61334267
937822,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
937826,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,3XX BLOCK OF BELL ST,-122.344363966,47.61503675
937838,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,4XX BLOCK OF WALL ST,-122.345741181,47.6170232
937851,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,5TH AVE / VIRGINIA ST,-122.339173567,47.61372707
937884,2022,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,SLU/CASCADE,18XX BLOCK OF YALE AVE,-122.330349048,47.61788922
937891,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5XX BLOCK OF OLIVE WAY,-122.3368377,47.61289773
937975,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,24XX BLOCK OF 4TH AVE,-122.345702746,47.61641416
938028,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,5XX BLOCK OF DENNY WAY,-122.345841,47.61856414
938045,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.331208693,47.617225
938059,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
938080,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,20XX BLOCK OF FAIRVIEW AVE,-122.334252982,47.6181844
938151,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,22XX BLOCK OF 4TH AVE,-122.343284,47.614985
938163,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,MERCER ST / DEXTER AVE N,-122.342349597,47.62454972
938197,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,4XX BLOCK OF CEDAR ST,-122.347419907,47.618274
938266,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,22XX BLOCK OF 5TH AVE,-122.342424919,47.61564896
938317,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,7XX BLOCK OF LENORA ST,-122.338323431,47.61615783
938323,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,11XX BLOCK OF OLIVE WAY,-122.33017472,47.6156818
938365,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
938366,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,4TH AVE / VINE ST,-122.347104981,47.61724328
938414,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
938438,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,THOMAS ST / 6TH AVE N,-122.345007697,47.62089811
938452,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,20XX BLOCK OF 3RD AVE,-122.341542597,47.61278241
938458,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,6TH AVE / STEWART ST,-122.337014613,47.61362233
938481,2022,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,21XX BLOCK OF 4TH AVE,-122.3419836,47.61421579
938491,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,ROY ST / FAIRVIEW AVE N,-122.334335823,47.62512069
938499,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,23XX BLOCK OF 5TH AVE,-122.343728456,47.6164152
938507,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
938518,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,21XX BLOCK OF 4TH AVE,-122.341983607,47.61421579
938524,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5TH AVE / BATTERY ST,-122.344375326,47.61680223
938545,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,23XX BLOCK OF 3RD AVE,-122.3454439,47.61508874
938563,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.346311222,47.61915025
938564,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,2XX BLOCK OF PONTIUS AVE N,-122.331700196,47.62024125
938567,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,9XX BLOCK OF MERCER ST,-122.339087982,47.62454826
938622,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,4TH AVE / BLANCHARD ST,-122.342634086,47.6146004
938651,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.3350548,47.62319598
938653,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,11XX BLOCK OF THOMAS ST,-122.3336271,47.62082643
938759,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683,47.61344689
938774,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,5TH AVE / DENNY WAY,-122.347621136,47.61857115
938777,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,6XX BLOCK OF BLANCHARD ST,-122.340484998,47.61626216
938828,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,21XX BLOCK OF 9TH AVE,-122.337664849,47.61751091
938850,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,20XX BLOCK OF TERRY AVE,-122.335527117,47.6174338
938937,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,2XX BLOCK OF 5TH AVE N,-122.347606025,47.62032368
938946,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,20XX BLOCK OF 7TH AVE,-122.3382951,47.61555441
939000,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,23XX BLOCK OF 3RD AVE,-122.3454439,47.61508874
939037,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,3XX BLOCK OF CEDAR ST,-122.348468,47.617463
939066,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,3XX BLOCK OF CEDAR ST,-122.348468,47.617463
939067,2022,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,SLU/CASCADE,23XX BLOCK OF 3RD AVE,-122.3454439,47.61508874
939081,2022,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,SLU/CASCADE,9XX BLOCK OF STEWART ST,-122.334006708,47.6159486
939083,2022,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SLU/CASCADE,6TH AVE / WESTLAKE AVE,-122.337563202,47.61394697
939147,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF YALE AVE N,-122.330439526,47.6236993
939176,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
939187,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,27XX BLOCK OF 4TH AVE,-122.348505983,47.61807131
939212,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,7XX BLOCK OF FAIRVIEW AVE N,-122.334344369,47.62544473
939243,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,18XX BLOCK OF EASTLAKE AVE,-122.3291534,47.61823776
939301,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,HARRISON ST / 7TH AVE N,-122.343675014,47.62206083
939311,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683,47.61344689
939324,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,5XX BLOCK OF WALL ST,-122.344882,47.617689
939332,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,4XX BLOCK OF DEXTER AVE N,-122.34236642,47.62263975
939400,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5XX BLOCK OF VINE ST,-122.34580572,47.6182354
939481,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,21XX BLOCK OF 6TH AVE,-122.340264673,47.61554493
939483,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,2XX BLOCK OF 5TH AVE N,-122.347606025,47.62032368
939532,2022,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
939544,2022,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SLU/CASCADE,20XX BLOCK OF TERRY AVE,-122.335527117,47.6174338
939549,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,8TH AVE / STEWART ST,-122.335295373,47.61495251
939586,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5XX BLOCK OF WALL ST,-122.344882,47.617689
939596,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,5XX BLOCK OF VINE ST,-122.34580572,47.6182354
939621,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,12XX BLOCK OF HARRISON ST,-122.3323523,47.62197081
939649,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,12XX BLOCK OF MERCER ST,-122.332366113,47.62427037
939686,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,20XX BLOCK OF 3RD AVE,-122.341542597,47.61278241
939712,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,12XX BLOCK OF THOMAS ST,-122.332345086,47.62081538
939721,2022,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SLU/CASCADE,1XX BLOCK OF TAYLOR AVE N,-122.3463112,47.61915025
939732,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683,47.61344689
939737,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,4XX BLOCK OF MINOR AVE N,-122.332996526,47.62254475
939748,2022,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,9XX BLOCK OF FAIRVIEW AVE N,-122.3324647,47.62748318
939751,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683,47.61344689
939958,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF WESTLAKE AVE N,-122.33847998,47.61911987
939973,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,2XX BLOCK OF MINOR AVE N,-122.332983074,47.62023779
939988,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,5XX BLOCK OF WESTLAKE AVE N,-122.338440838,47.62388076
940000,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683,47.61344689
940006,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683,47.61344689
940011,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,MINOR AVE N / HARRISON ST,-122.332993182,47.6219735
940041,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.3361655,47.61605329
940072,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,3XX BLOCK OF CEDAR ST,-122.348468,47.617463
940146,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,23XX BLOCK OF 3RD AVE,-122.3454439,47.61508874
940189,2022,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SLU/CASCADE,12XX BLOCK OF HARRISON ST,-122.3310702,47.62196996
940197,2022,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.3469186,47.62455977
940254,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,2XX BLOCK OF MINOR AVE N,-122.332983074,47.62023779
940277,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,11XX BLOCK OF REPUBLICAN ST,-122.333646875,47.62311893
940292,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
940342,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,4XX BLOCK OF EASTLAKE AVE E,-122.3291528,47.62255122
940357,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,1XX BLOCK OF TERRY AVE N,-122.337160587,47.61911361
940395,2022,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SLU/CASCADE,6XX BLOCK OF DENNY WAY,-122.344328,47.61855857
940406,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,STEWART ST / 4TH AVE,-122.338732424,47.61229387
940407,2022,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SLU/CASCADE,STEWART ST / 4TH AVE,-122.338732424,47.61229387
940416,2022,A,PROPERTY,ROBBERY,Robbery,120,SLU/CASCADE,20XX BLOCK OF 4TH AVE,-122.340683,47.61344689
940468,2022,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,12XX BLOCK OF HARRISON ST,-122.331070174,47.62196996
940477,2022,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SLU/CASCADE,21XX BLOCK OF WESTLAKE AVE,-122.338137219,47.61711857
940531,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,4XX BLOCK OF TERRY AVE N,-122.33714694,47.62262049
940553,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,5XX BLOCK OF 9TH AVE N,-122.339745923,47.62387911
940568,2022,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SLU/CASCADE,18XX BLOCK OF EASTLAKE AVE,-122.3291534,47.61823776
940662,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
940729,2022,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SLU/CASCADE,3XX BLOCK OF WESTLAKE AVE N,-122.338460531,47.62145765
940844,2022,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,SLU/CASCADE,21XX BLOCK OF 4TH AVE,-122.341983607,47.61421579
940849,2022,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SLU/CASCADE,2XX BLOCK OF YALE AVE N,-122.3304204,47.62024434
